Id,SalePrice
1461,124489.0
1462,146334.0
1463,181021.0
1464,196738.0
1465,192728.0
1466,171820.0
1467,172140.0
1468,172736.0
1469,173649.0
1470,128006.0
1471,189725.0
1472,98878.0
1473,100327.0
1474,150227.0
1475,119209.0
1476,364731.0
1477,240296.0
1478,321303.0
1479,304755.0
1480,472636.0
1481,319785.0
1482,208851.0
1483,178984.0
1484,172741.0
1485,198878.0
1486,201221.0
1487,333648.0
1488,222984.0
1489,193094.0
1490,231557.0
1491,198321.0
1492,78769.0
1493,211900.0
1494,293333.0
1495,304696.0
1496,230874.0
1497,164785.0
1498,174136.0
1499,172411.0
1500,173428.0
1501,174854.0
1502,167302.0
1503,269384.0
1504,248225.0
1505,218644.0
1506,179295.0
1507,218985.0
1508,207415.0
1509,151008.0
1510,153477.0
1511,149920.0
1512,167543.0
1513,150701.0
1514,144199.0
1515,177994.0
1516,151274.0
1517,156350.0
1518,134151.0
1519,210294.0
1520,134327.0
1521,130734.0
1522,178451.0
1523,109353.0
1524,111503.0
1525,121107.0
1526,108874.0
1527,102453.0
1528,116772.0
1529,156151.0
1530,183023.0
1531,135365.0
1532,97323.0
1533,139930.0
1534,117521.0
1535,140220.0
1536,112509.0
1537,81063.0
1538,146879.0
1539,188930.0
1540,77976.0
1541,136575.0
1542,141557.0
1543,168192.0
1544,83552.0
1545,110525.0
1546,155995.0
1547,155596.0
1548,128978.0
1549,129378.0
1550,153473.0
1551,105140.0
1552,136074.0
1553,129362.0
1554,114797.0
1555,168807.0
1556,93013.0
1557,76447.0
1558,103137.0
1559,89586.0
1560,144004.0
1561,108752.0
1562,136911.0
1563,126265.0
1564,150614.0
1565,168056.0
1566,221921.0
1567,79129.0
1568,233282.0
1569,140237.0
1570,152822.0
1571,110691.0
1572,128608.0
1573,218242.0
1574,109615.0
1575,224441.0
1576,247916.0
1577,190189.0
1578,139370.0
1579,139602.0
1580,196128.0
1581,153913.0
1582,128888.0
1583,285299.0
1584,233640.0
1585,139378.0
1586,72082.0
1587,115612.0
1588,150290.0
1589,94645.0
1590,127319.0
1591,95888.0
1592,125033.0
1593,127163.0
1594,134451.0
1595,112995.0
1596,214117.0
1597,172321.0
1598,201570.0
1599,185853.0
1600,183467.0
1601,71153.0
1602,112460.0
1603,76593.0
1604,287588.0
1605,246812.0
1606,164307.0
1607,159302.0
1608,244745.0
1609,187011.0
1610,151703.0
1611,138677.0
1612,169477.0
1613,164763.0
1614,141582.0
1615,90991.0
1616,78263.0
1617,88822.0
1618,119199.0
1619,145126.0
1620,146947.0
1621,135466.0
1622,145262.0
1623,276688.0
1624,218000.0
1625,118022.0
1626,178071.0
1627,194038.0
1628,287601.0
1629,188342.0
1630,265122.0
1631,210863.0
1632,220076.0
1633,193174.0
1634,196400.0
1635,193000.0
1636,155899.0
1637,179838.0
1638,190617.0
1639,172649.0
1640,223854.0
1641,165482.0
1642,254405.0
1643,215369.0
1644,241149.0
1645,202525.0
1646,172785.0
1647,150517.0
1648,140645.0
1649,149445.0
1650,115804.0
1651,117224.0
1652,100740.0
1653,104441.0
1654,143088.0
1655,146060.0
1656,145724.0
1657,147473.0
1658,150178.0
1659,120290.0
1660,162424.0
1661,473740.0
1662,353569.0
1663,369717.0
1664,461851.0
1665,315356.0
1666,346631.0
1667,354803.0
1668,377513.0
1669,317896.0
1670,360453.0
1671,240330.0
1672,384642.0
1673,349073.0
1674,238345.0
1675,190071.0
1676,203152.0
1677,218116.0
1678,416284.0
1679,375634.0
1680,332823.0
1681,261926.0
1682,318900.0
1683,180063.0
1684,172728.0
1685,190876.0
1686,169966.0
1687,174126.0
1688,200264.0
1689,202476.0
1690,212101.0
1691,203075.0
1692,289089.0
1693,184822.0
1694,192852.0
1695,168621.0
1696,258061.0
1697,172505.0
1698,358919.0
1699,329719.0
1700,250144.0
1701,256019.0
1702,231677.0
1703,256570.0
1704,251654.0
1705,254792.0
1706,390322.0
1707,217922.0
1708,210073.0
1709,252944.0
1710,217868.0
1711,310630.0
1712,244935.0
1713,253619.0
1714,202793.0
1715,205973.0
1716,170790.0
1717,178944.0
1718,120001.0
1719,208419.0
1720,244159.0
1721,160911.0
1722,120895.0
1723,164724.0
1724,217581.0
1725,255183.0
1726,190385.0
1727,149192.0
1728,201690.0
1729,178385.0
1730,153021.0
1731,131530.0
1732,137836.0
1733,115043.0
1734,126555.0
1735,145290.0
1736,125037.0
1737,274004.0
1738,243185.0
1739,206598.0
1740,213503.0
1741,197234.0
1742,167533.0
1743,182310.0
1744,288182.0
1745,191168.0
1746,174042.0
1747,221756.0
1748,199508.0
1749,160714.0
1750,114963.0
1751,222822.0
1752,123090.0
1753,139769.0
1754,190566.0
1755,164103.0
1756,129544.0
1757,123659.0
1758,152473.0
1759,167123.0
1760,167788.0
1761,160596.0
1762,182723.0
1763,176579.0
1764,123054.0
1765,134296.0
1766,186323.0
1767,195008.0
1768,145209.0
1769,170366.0
1770,176251.0
1771,125217.0
1772,124678.0
1773,143923.0
1774,132037.0
1775,143932.0
1776,130756.0
1777,106870.0
1778,143452.0
1779,130359.0
1780,163330.0
1781,114512.0
1782,96720.0
1783,153271.0
1784,127892.0
1785,113174.0
1786,132783.0
1787,165295.0
1788,72340.0
1789,90692.0
1790,95735.0
1791,158627.0
1792,134289.0
1793,134071.0
1794,155649.0
1795,127704.0
1796,144115.0
1797,97038.0
1798,125402.0
1799,121428.0
1800,142370.0
1801,130719.0
1802,130274.0
1803,144305.0
1804,142900.0
1805,136956.0
1806,108880.0
1807,117543.0
1808,123731.0
1809,120101.0
1810,148631.0
1811,81869.0
1812,82610.0
1813,122330.0
1814,86609.0
1815,56622.0
1816,100603.0
1817,121339.0
1818,144929.0
1819,144008.0
1820,67919.0
1821,99254.0
1822,152946.0
1823,47658.0
1824,112278.0
1825,144197.0
1826,120945.0
1827,97312.0
1828,135623.0
1829,95777.0
1830,134623.0
1831,128065.0
1832,90486.0
1833,134508.0
1834,134178.0
1835,124078.0
1836,94476.0
1837,86530.0
1838,122990.0
1839,106412.0
1840,160716.0
1841,140709.0
1842,100501.0
1843,137048.0
1844,154657.0
1845,149843.0
1846,155380.0
1847,170226.0
1848,70133.0
1849,107549.0
1850,122341.0
1851,142822.0
1852,136344.0
1853,156643.0
1854,165209.0
1855,153587.0
1856,218151.0
1857,140508.0
1858,118289.0
1859,120299.0
1860,170490.0
1861,119785.0
1862,250428.0
1863,244254.0
1864,244254.0
1865,364627.0
1866,354189.0
1867,237530.0
1868,282647.0
1869,204923.0
1870,253835.0
1871,284082.0
1872,198730.0
1873,235702.0
1874,141714.0
1875,188903.0
1876,200737.0
1877,200435.0
1878,208425.0
1879,132953.0
1880,134858.0
1881,231222.0
1882,238498.0
1883,182544.0
1884,194615.0
1885,247303.0
1886,272450.0
1887,209536.0
1888,255042.0
1889,177634.0
1890,120928.0
1891,128731.0
1892,106633.0
1893,118439.0
1894,121208.0
1895,130099.0
1896,129605.0
1897,139767.0
1898,134933.0
1899,157139.0
1900,157050.0
1901,170003.0
1902,136100.0
1903,193101.0
1904,156923.0
1905,195764.0
1906,157994.0
1907,192870.0
1908,113533.0
1909,135844.0
1910,124139.0
1911,199685.0
1912,310834.0
1913,138504.0
1914,63091.0
1915,339848.0
1916,58566.0
1917,250025.0
1918,136197.0
1919,183986.0
1920,137668.0
1921,389970.0
1922,332893.0
1923,194970.0
1924,260212.0
1925,199372.0
1926,338430.0
1927,133064.0
1928,160781.0
1929,116243.0
1930,125388.0
1931,140485.0
1932,133324.0
1933,194174.0
1934,176360.0
1935,175155.0
1936,183582.0
1937,179611.0
1938,182710.0
1939,237057.0
1940,191258.0
1941,167836.0
1942,181403.0
1943,234434.0
1944,450929.0
1945,425114.0
1946,150397.0
