Id,SalePrice
1461,111162.6022
1462,161001.4227
1463,183691.1233
1464,197100.1822
1465,214188.822
1466,166389.1145
1467,177645.8775
1468,154828.0513
1469,210035.1958
1470,107736.3977
1471,137820.8821
1472,97226.35724
1473,94779.31118
1474,145912.8599
1475,109242.2186
1476,371604.0952
1477,265239.6884
1478,325785.8675
1479,301723.7988
1480,502016.536
1481,305530.4551
1482,202324.7597
1483,177504.8018
1484,165270.6671
1485,179959.8493
1486,185568.9873
1487,328992.5411
1488,219592.0021
1489,203824.3786
1490,247674.6784
1491,208801.7096
1492,98698.34325
1493,163659.7465
1494,323867.5868
1495,290662.0071
1496,234724.0554
1497,177978.34
1498,182129.3294
1499,158745.0827
1500,153816.9921
1501,194461.8066
1502,133794.7507
1503,375860.7375
1504,231220.0259
1505,223480.0104
1506,191747.8722
1507,254930.9781
1508,202452.8409
1509,158903.8801
1510,145256.8239
1511,158119.5329
1512,181853.9434
1513,154915.2703
1514,173514.0505
1515,197084.0778
1516,143151.8986
1517,180687.7137
1518,115778.5114
1519,227212.8724
1520,115625.9602
1521,134447.9615
1522,190038.9396
1523,104851.069
1524,118043.0954
1525,114310.9789
1526,93716.68422
1527,98140.20958
1528,117503.7928
1529,163410.6111
1530,214871.8737
1531,128168.3545
1532,94931.37003
1533,175650.3059
1534,126177.9895
1535,140619.879
1536,85444.94268
1537,59812.23697
1538,142453.9297
1539,203508.0211
1540,100639.595
1541,148926.1035
1542,158326.1667
1543,189555.0556
1544,76232.88699
1545,116615.1661
1546,152207.6162
1547,140380.4108
1548,157633.1891
1549,132103.9127
1550,140896.647
1551,102073.9757
1552,153538.0524
1553,156314.3777
1554,105604.2803
1555,159753.4307
1556,53563.46462
1557,126325.7339
1558,125588.0935
1559,80133.35785
1560,91954.96876
1561,142152.162
1562,132919.5834
1563,127764.6168
1564,163526.6532
1565,149253.7582
1566,237276.0457
1567,70901.84953
1568,233517.6809
1569,151033.5355
1570,129540.7283
1571,69374.2052
1572,145097.4059
