Id,SalePrice
1461,110844.0631
1462,161707.595
1463,183764.3365
1464,197233.8662
1465,214221.8138
1466,166366.9421
1467,177834.5826
1468,154671.1888
1469,210587.2462
1470,107668.2288
1471,136657.935
1472,97121.94241
1473,94846.62769
1474,146154.563
1475,109671.1135
1476,371569.3313
1477,265669.0487
1478,326135.8597
1479,301675.3179
1480,502427.8784
1481,305494.5653
1482,202108.5346
1483,177581.7862
1484,165341.8287
1485,179766.4096
1486,185363.9535
1487,328957.7772
1488,217168.3
1489,203989.4744
1490,247717.3779
1491,209054.7727
1492,98936.75434
1493,161572.1645
1494,323416.7883
1495,290616.7846
1496,234318.64
1497,177940.9976
1498,182219.849
1499,159028.3167
1500,153589.7707
1501,194354.1209
1502,133362.2907
1503,380526.1082
1504,231247.6535
1505,223551.9532
1506,191861.8757
1507,255083.6505
1508,202719.4944
1509,158763.9891
1510,145159.9622
1511,158430.5854
1512,182319.6313
1513,154535.5836
1514,173613.582
1515,196734.34
1516,142707.4499
1517,180809.213
1518,115989.8535
1519,227458.2247
1520,115816.9959
1521,134765.1211
1522,189940.6081
1523,104916.5483
1524,118187.211
1525,114282.3596
1526,93566.87715
1527,98258.22353
1528,117304.5603
1529,163728.8254
1530,215393.8738
1531,128122.5999
1532,94728.01225
1533,176429.1549
1534,126124.585
1535,140426.8175
1536,85196.28175
1537,60483.19401
1538,142627.4623
1539,203545.2572
1540,99691.60822
1541,149275.9928
1542,157753.1014
1543,189254.3661
1544,75435.21315
1545,116807.2763
1546,152236.5798
1547,140750.8485
1548,157697.7809
1549,132149.4629
1550,140530.3009
1551,101789.4212
1552,154150.1155
1553,156899.8427
1554,105857.276
1555,159403.4238
1556,65978.37038
1557,127214.411
1558,126188.9462
1559,81271.84592
1560,90784.52919
1561,144810.7635
1562,132942.7661
1563,127764.8255
1564,163848.5908
1565,149517.755
1566,236867.7789
1567,71008.80216
1568,232981.2213
1569,151375.1854
1570,129338.4616
1571,68761.91473
1572,145132.6537
1573,249450.2239
1574,132278.8583
1575,245056.5509
1576,232846.1337
1577,178901.0607
1578,173090.0648
1579,127584.7831
1580,191094.2293
1581,150506.6745
1582,136418.6101
1583,287096.6014
1584,217323.5423
1585,141516.5132
1586,80222.95362
1587,106470.1868
1588,157528.6409
1589,103810.868
1590,120770.954
1591,86672.37597
1592,129129.3741
1593,135961.0822
1594,174639.3942
1595,121022.3861
1596,228741.1576
1597,212429.5596
1598,218705.9363
1599,201938.3574
1600,181295.6858
1601,45330.23609
1602,131984.4096
1603,18006.14732
1604,277616.1637
1605,220120.5703
1606,146117.2366
1607,160226.1573
1608,198866.6282
1609,194915.2673
1610,148616.2689
1611,122671.073
1612,187800.9896
1613,164677.2484
1614,142182.8414
1615,93240.71063
1616,71088.74948
1617,78722.86313
1618,133253.6614
1619,142331.8799
1620,185819.4373
1621,129689.3603
1622,152401.4597
1623,258248.12
1624,187402.378
1625,122241.2075
1626,172288.9011
1627,192179.1489
1628,274141.2926
1629,174288.5885
1630,358154.8197
1631,260421.294
1632,252825.0235
1633,169149.4804
1634,174742.1157
1635,168100.1204
1636,144644.77
1637,195803.2183
1638,177030.8905
1639,183845.0085
1640,230133.0239
1641,178041.037
1642,250652.0534
1643,215090.4771
1644,228802.4458
1645,241258.106
1646,164745.9023
1647,156323.9908
1648,128715.362
1649,130817.2
1650,106138.4828
1651,113911.5253
1652,98974.2414
1653,95684.23249
1654,151021.0909
1655,131421.7616
1656,138582.4286
1657,159475.6083
1658,143174.3138
1659,134131.3271
1660,151677.7797
1661,457796.2486
1662,379516.6891
1663,392745.1449
1664,512419.862
1665,336682.4804
1666,344074.0567
1667,367194.863
1668,377614.3295
1669,315967.987
1670,368258.8558
1671,272330.167
1672,410362.0333
1673,290906.4195
1674,248071.3791
1675,205006.9878
1676,205525.7215
1677,216600.4211
1678,483928.7167
1679,389997.6096
1680,337659.5311
1681,283890.7892
1682,319418.5569
1683,188283.3616
1684,173653.4475
1685,170616.6796
1686,164478.1745
1687,153954.6854
1688,178854.0918
1689,184366.8934
1690,187241.7436
1691,175765.8838
1692,229675.7141
1693,172267.8539
1694,178413.9614
1695,170389.6
1696,258411.6307
1697,178796.5574
1698,346646.6303
1699,350462.8356
1700,273165.1234
1701,283964.9077
1702,245117.5341
1703,237366.858
1704,263138.7066
1705,228309.7874
1706,173303.0376
1707,208478.714
1708,204634.8428
1709,255582.9892
1710,218963.6299
1711,259348.9648
1712,247605.0011
1713,282247.234
1714,226636.2336
1715,209071.5438
1716,196176.0621
1717,185326.5131
1718,162105.2617
1719,229690.2273
1720,271114.7813
1721,146722.3814
1722,117823.4429
1723,148207.8963
1724,221111.1114
1725,245067.016
1726,186085.1569
1727,158052.532
1728,150657.322
1729,179187.9144
1730,175114.8526
1731,114952.847
1732,131413.6669
1733,123685.3785
1734,126778.2181
1735,84827.82288
1736,97927.6431
1737,286671.3286
1738,260439.0369
1739,239401.7454
1740,222236.7035
1741,197933.9495
1742,170796.3865
1743,166770.34
1744,352154.6094
1745,219956.9638
1746,177661.8522
1747,237432.1396
1748,203874.7291
1749,137847.5312
1750,136773.5393
1751,235130.9292
1752,108574.0118
1753,152661.4041
1754,199524.0554
1755,179023.191
1756,140159.5684
1757,120164.1936
1758,140625.4894
1759,153612.4563
1760,167588.0324
1761,157829.2484
1762,176018.2042
1763,172895.8606
1764,106932.8037
1765,172025.1279
1766,187657.2417
1767,228026.5044
1768,138250.1544
1769,160879.6908
1770,147936.7627
1771,125732.4069
1772,146505.7042
1773,108836.4329
1774,155904.7017
1775,138565.7885
1776,127563.4675
1777,107235.3819
1778,137279.4469
1779,147969.5942
1780,142541.8396
1781,125155.4529
1782,63535.44267
1783,132346.3222
1784,72731.17222
1785,135012.2066
1786,77091.54172
1787,131830.1155
1788,33969.48036
1789,95518.27155
1790,60816.01922
1791,200628.7602
1792,175167.5709
1793,124388.1446
1794,160462.2733
1795,133569.0938
1796,138722.64
1797,125909.9671
1798,127170.3318
1799,92320.17185
1800,119746.7185
1801,112412.9613
1802,91881.68728
1803,152758.2463
1804,120284.1883
1805,129554.4424
1806,131099.4151
1807,142358.806
1808,125198.712
1809,128131.8835
1810,137827.0207
1811,147727.1057
1812,110636.3745
1813,147015.5755
1814,94438.78986
1815,48450.00454
1816,105316.9132
1817,101618.8648
1818,159800.8679
1819,125027.1713
1820,17179.17339
1821,99542.66559
1822,150213.1142
1823,32017.70052
1824,120744.0275
1825,133630.05
1826,95439.30295
1827,103499.5439
1828,144444.9442
1829,132865.98
1830,154816.8451
1831,149465.9416
1832,34167.56605
1833,136473.3297
1834,109324.689
1835,114139.1187
1836,133430.1828
1837,82096.33958
1838,95783.28894
1839,115288.9295
1840,147544.4572
1841,129035.8358
1842,69901.86886
1843,147203.933
1844,139443.2836
1845,133440.538
1846,161731.7052
1847,162797.3182
1848,46071.11466
1849,101119.159
1850,104932.896
1851,141142.4724
1852,111711.7457
1853,104019.2373
1854,163669.4226
1855,157813.2316
1856,217655.7027
1857,126658.7711
1858,144403.1732
1859,96734.5514
1860,149807.0213
1861,105811.3714
1862,302260.9331
1863,289766.2519
1864,289793.8098
1865,371317.5511
1866,345235.8519
1867,214691.7178
1868,282145.7817
1869,210307.8906
1870,223000.8747
1871,247885.8823
1872,169990.8561
1873,245968.7539
1874,150320.1093
1875,194947.0088
1876,197501.0209
1877,208689.9299
1878,196195.3893
1879,137232.799
1880,125635.8428
1881,253217.5797
1882,231944.6633
1883,167417.4586
1884,199145.4123
1885,241019.7122
1886,273783.7412
1887,218302.9036
1888,263251.302
1889,158470.7651
1890,90483.13729
1891,95941.76073
1892,115135.9619
1893,135683.0467
1894,120785.229
1895,132724.6967
1896,127099.9417
1897,133154.6694
1898,97176.59922
1899,154090.6075
1900,160815.1979
1901,198802.1769
1902,186194.815
1903,230073.5649
1904,163938.2994
1905,206628.0118
1906,175292.2772
1907,227207.1348
1908,110987.6194
1909,127860.1459
1910,129863.067
1911,228082.8137
1912,312345.5543
1913,159677.4215
1914,36792.61431
1915,360088.7169
1916,46578.83377
1917,216026.8356
1918,135184.4057
1919,160710.2421
1920,162605.6811
1921,390166.5983
1922,356715.837
1923,231060.6156
1924,238663.0868
1925,204537.7578
1926,391812.8836
1927,126057.3282
1928,170414.0093
1929,120305.0421
1930,120963.256
1931,116602.6608
1932,122096.1816
1933,197966.1646
1934,190647.7966
1935,163014.2957
1936,211718.9106
1937,167849.499
1938,160073.6607
1939,276574.268
1940,211481.0443
1941,168870.8251
1942,168266.901
1943,241157.1589
1944,380827.0831
1945,424495.0283
1946,149353.2856
1947,131488.4949
1948,201588.9464
1949,233408.6418
1950,180868.4081
1951,239239.0353
1952,205479.2338
1953,179510.8324
1954,176969.131
1955,136027.5455
1956,312841.6571
1957,157015.2809
1958,257227.7727
1959,135642.5403
1960,88740.30902
1961,122018.4975
1962,98155.06352
1963,108624.4254
1964,106104.5324
1965,138891.3985
1966,142661.0037
1967,311161.209
